rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
17,2024-07-17,Electronics,Oslo,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",888,"Miles, Williams and Campbell",Books,Vivid Wave Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for all-day comfort..,"Lisbon, Helsinki, Madrid, Barcelona",0,0,0.0
17,2024-07-17,Electronics,Oslo,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",187,Jones Inc,Audio,Nexus Spectrum Microphone,Elevate your experience with high-quality microphone for recording vocals or podcasts. Designed for professional setups..,"Dublin, Helsinki, Brussels",0,0,0.0
17,2024-07-17,Electronics,Oslo,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",52,Alexander Ltd,Audio,Vertex Arc Headphones,Experience headphones that reduce ambient noise for focused listening. Loved by home enthusiasts..,"Athens, Helsinki, Oslo, Stockholm, Munich",0,1,0.0
17,2024-07-17,Electronics,Oslo,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",977,"Doyle, Hudson and Myers",Sporting Goods,Celestial Orbit Set,Experience adjustable or fixed-weight dumbbells for strength training. Loved by eco-conscious spaces..,"Oslo, Madrid, Prague, Barcelona",0,1,0.0
18,2024-07-18,Food,Warsaw,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",493,"Moody, Fernandez and Simpson",Food,Halo Solace Pasta,"Experience long, thin pasta ideal for traditional italian dishes. Loved by creative work..","Amsterdam, Budapest, Berlin, Stockholm, Munich",1,0,0.0
18,2024-07-18,Food,Warsaw,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",768,Smith-Serrano,Audio,Nexus Arc Turntable,"Introducing our turntable, vinyl record player with modern audio outputs. Ideal for everyday use..","Berlin, Warsaw, Rome, Madrid",0,1,0.0
18,2024-07-18,Food,Warsaw,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",557,"Gill, Raymond and Henry",Audio,Eclipse Zenith Speaker,Elevate your experience with wireless speaker with bluetooth connectivity and rich sound. Designed for everyday use..,"Warsaw, Zurich",0,1,0.0
18,2024-07-18,Food,Warsaw,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",283,"Rice, Smith and Harris",Audio,Halo Solace Microphone,Elevate your experience with high-quality microphone for recording vocals or podcasts. Designed for creative work..,"Madrid, Paris, Helsinki, Copenhagen, Brussels",0,0,0.0
18,2024-07-18,Food,Warsaw,RFQ: Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",155,"Robinson, Orozco and Anderson",Books,Serene Eclipse Cookbook,Our cookbook stands out: collection of recipes and cooking tips. Great for outdoor adventures..,"Budapest, Helsinki",0,0,0.0
19,2024-07-19,Toys,Budapest,Need Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",883,"Willis, Sanders and Singleton",Toys,Zenith Odyssey Blocks,"Introducing our blocks, colorful interlocking pieces for constructive play. Ideal for everyday use..","Paris, Barcelona, Oslo, Copenhagen, Athens",1,0,0.0
19,2024-07-19,Toys,Budapest,Need Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",41,"Owens, Rowe and Salinas",Electronics,Nexus Essence Smartphone,"Introducing our smartphone, portable device for calls, internet, apps, and more. Ideal for all-day comfort..","Zurich, Paris, Rome, Amsterdam",0,0,0.0
19,2024-07-19,Toys,Budapest,Need Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",901,Mueller LLC,Food,Prism Pulse Oil,Our oil stands out: cold-pressed extra virgin olive oil for cooking and salads. Great for everyday use..,"Brussels, Budapest, Dublin, Paris",0,1,0.0
19,2024-07-19,Toys,Budapest,Need Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",370,Charles LLC,Service,Celestial Wave Cleaning,"Experience complete house cleaning service including dusting, vacuuming, and sanitizing. Loved by creative work..","Berlin, Amsterdam, Zurich",0,0,0.0
19,2024-07-19,Toys,Budapest,Need Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",395,"Robinson, Adams and Allen",Books,Luminous Eclipse Guide,Experience informational book on destinations and travel tips. Loved by eco-conscious spaces..,"Berlin, Brussels, Paris, Amsterdam, Rome",0,0,0.0
20,2024-07-22,Toys,Helsinki,Seeking Toys,"Hi, I'm looking for high-quality Toys to be delivered to Helsinki. Please let me know your best offer.",763,Wood-Marshall,Toys,Radiant Mirage Car,Our car stands out: remote-controlled car powered by batteries. Great for home enthusiasts..,"Lisbon, Brussels, Vienna, Stockholm, Rome",1,0,0.0
20,2024-07-22,Toys,Helsinki,Seeking Toys,"Hi, I'm looking for high-quality Toys to be delivered to Helsinki. Please let me know your best offer.",696,Terry PLC,Beauty,Nexus Flux Balm,"Introducing our balm, wax-like substance to protect and soothe lips. Ideal for tech-savvy users..","Warsaw, Oslo, Helsinki",0,1,0.0
20,2024-07-22,Toys,Helsinki,Seeking Toys,"Hi, I'm looking for high-quality Toys to be delivered to Helsinki. Please let me know your best offer.",877,Sampson and Sons,Books,Nimbus Flux Novel,Our novel stands out: fiction book involving suspense and investigation. Great for everyday use..,"Madrid, Stockholm, Athens, Prague, Barcelona",0,0,0.0
20,2024-07-22,Toys,Helsinki,Seeking Toys,"Hi, I'm looking for high-quality Toys to be delivered to Helsinki. Please let me know your best offer.",432,"Heath, Lewis and Hall",Electronics,Pinnacle Pinnacle Smartwatch,"Introducing our smartwatch, wearable gadget with fitness tracking and notifications. Ideal for tech-savvy users..","Zurich, Budapest",0,0,0.0
20,2024-07-22,Toys,Helsinki,Seeking Toys,"Hi, I'm looking for high-quality Toys to be delivered to Helsinki. Please let me know your best offer.",126,"Hall, Campbell and Lewis",Food,Eclipse Arc Bar,"Experience a wholesome snack bar made with oats, honey, and nuts. Loved by on-the-go convenience..","Barcelona, Oslo, Zurich, Dublin, Paris",0,0,0.0
21,2024-07-23,Clothing,Stockholm,Request for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Stockholm.",68,"Carter, Martin and King",Clothing,Serene Horizon Jacket,Elevate your experience with insulated jacket for cold weather protection. Designed for outdoor adventures..,"Lisbon, Stockholm, Dublin, Barcelona, Prague",1,1,0.0
21,2024-07-23,Clothing,Stockholm,Request for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Stockholm.",213,"Ward, Wilson and Morris",Furniture,Cascade Pinnacle Bookshelf,Discover the multi-tier shelf for storing books and decorations. Perfect for home enthusiasts..,"Brussels, Paris",0,0,0.0
21,2024-07-23,Clothing,Stockholm,Request for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Stockholm.",46,Garcia and Sons,Books,Aurora Reverie Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for on-the-go convenience..,"Oslo, Rome, Vienna, Lisbon, Brussels",0,0,0.0
21,2024-07-23,Clothing,Stockholm,Request for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Stockholm.",109,"Whitaker, Mendoza and Brandt",Food,Vertex Reverie Chocolate,"Introducing our chocolate, rich chocolate with a high cocoa content for intense flavor. Ideal for on-the-go convenience..","Lisbon, Barcelona, Helsinki",0,0,0.0
21,2024-07-23,Clothing,Stockholm,Request for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Stockholm.",941,"Jackson, Williams and Cunningham",Service,Aurora Essence Cleaning,"Experience complete house cleaning service including dusting, vacuuming, and sanitizing. Loved by outdoor adventures..","Munich, Amsterdam",0,0,0.0
22,2024-07-24,Books,Berlin,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",667,Richard-Little,Books,Eclipse Essence Book,Our book stands out: illustrated book for young readers. Great for eco-conscious spaces..,"Dublin, Athens, Lisbon, Vienna, Copenhagen",1,0,0.0
22,2024-07-24,Books,Berlin,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",113,"Whitaker, Mendoza and Brandt",Audio,Eclipse Reverie Turntable,"Introducing our turntable, vinyl record player with modern audio outputs. Ideal for home enthusiasts..","Lisbon, Barcelona, Helsinki",0,0,0.0
22,2024-07-24,Books,Berlin,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",970,"Lyons, Campbell and Olson",Food,Solstice Reverie Oil,Our oil stands out: cold-pressed extra virgin olive oil for cooking and salads. Great for outdoor adventures..,"Munich, Athens",0,0,0.0
22,2024-07-24,Books,Berlin,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",635,Robbins Inc,Audio,Cascade Orbit Headphones,Discover the headphones that reduce ambient noise for focused listening. Perfect for everyday use..,"Budapest, Barcelona, Dublin, Vienna, Brussels",0,0,0.0
22,2024-07-24,Books,Berlin,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",953,Osborne PLC,Beauty,Echo Matrix Cream,"Introducing our cream, moisturizer for hydrating and nourishing facial skin. Ideal for outdoor adventures..","Brussels, Munich, Dublin",0,0,0.0
23,2024-07-25,Toys,Brussels,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",273,"Hill, Hall and Williams",Toys,Radiant Orbit Set,Elevate your experience with set of pieces to be assembled into a complete picture. Designed for on-the-go convenience..,"Copenhagen, Barcelona, Dublin, Budapest, Stockholm",1,0,0.0
23,2024-07-25,Toys,Brussels,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",452,"Sherman, Gonzales and Douglas",Furniture,Cascade Pinnacle Table,Our table stands out: low table designed for living room placement. Great for all-day comfort..,"Brussels, Vienna, Warsaw",0,1,0.0
23,2024-07-25,Toys,Brussels,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",709,Hubbard-Rodriguez,Clothing,Cascade Vector Jacket,Elevate your experience with insulated jacket for cold weather protection. Designed for all-day comfort..,"Lisbon, Warsaw, Budapest, Helsinki",0,0,0.0
23,2024-07-25,Toys,Brussels,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",897,Petty-Thomas,Books,Luminous Zenith Book,"Introducing our book, illustrated book for young readers. Ideal for eco-conscious spaces..","Helsinki, Vienna",0,0,0.0
23,2024-07-25,Toys,Brussels,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",180,"Blackburn, Cardenas and Hoffman",Clothing,Luminous Pulse Jacket,Discover the insulated jacket for cold weather protection. Perfect for everyday use..,"Budapest, Lisbon, Dublin, Helsinki",0,0,0.0
24,2024-07-26,Toys,Madrid,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",554,"Gill, Raymond and Henry",Toys,Halo Mirage Bear,Elevate your experience with soft stuffed toy shaped like a bear. Designed for tech-savvy users..,"Warsaw, Zurich",1,0,0.0
24,2024-07-26,Toys,Madrid,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",481,"Jones, Garner and Mclaughlin",Furniture,Luminous Solace Frame,"Our frame stands out: support structure for mattresses, available in multiple sizes. Great for eco-conscious spaces..","Warsaw, Oslo, Berlin",0,0,0.0
24,2024-07-26,Toys,Madrid,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",40,"Owens, Rowe and Salinas",Food,Quantum Pinnacle Pasta,"Elevate your experience with long, thin pasta ideal for traditional italian dishes. Designed for modern lifestyles..","Zurich, Paris, Rome, Amsterdam",0,0,0.0
24,2024-07-26,Toys,Madrid,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",733,Young-Taylor,Furniture,Vertex Solace Table,Discover the low table designed for living room placement. Perfect for eco-conscious spaces..,"Prague, Barcelona, Munich",0,0,0.0
24,2024-07-26,Toys,Madrid,Looking for Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",812,Scott-Washington,Books,Prism Vista Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for everyday use..","Vienna, Amsterdam, Rome, Athens",0,0,0.0
25,2024-07-29,Clothing,Warsaw,Inquiry: Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",754,"Ray, Gonzalez and Hart",Clothing,Radiant Vector Jacket,Discover the insulated jacket for cold weather protection. Perfect for professional setups..,"Prague, Madrid, Barcelona",1,0,0.0
25,2024-07-29,Clothing,Warsaw,Inquiry: Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",749,"Ray, Gonzalez and Hart",Electronics,Prism Spectrum Tablet,"Elevate your experience with touchscreen device for browsing, reading, and apps. Designed for tech-savvy users..","Prague, Madrid, Barcelona",0,0,0.0
25,2024-07-29,Clothing,Warsaw,Inquiry: Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",97,Garcia Ltd,Toys,Nimbus Mirage Figure,"Introducing our figure, poseable toy figure modeled after characters or heroes. Ideal for professional setups..","Paris, Zurich, Prague, Vienna, Warsaw",0,1,0.0
25,2024-07-29,Clothing,Warsaw,Inquiry: Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",752,"Ray, Gonzalez and Hart",Audio,Luminous Mirage Speaker,"Introducing our speaker, wireless speaker with bluetooth connectivity and rich sound. Ideal for creative work..","Prague, Madrid, Barcelona",0,0,0.0
